
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
									1979-08-30T03:20:00.000	1	184	1	.446	1	346	1
									1979-08-30T03:35:00.000	1	184	1	.26	1	357	3
									1979-08-30T03:50:00.000	1	184	1	.269	1	298	1
									1979-08-30T04:05:00.000	1	184	1	.147	3	160	1
									1979-08-30T04:20:00.000	1	184	1	.301	1	118	1
									1979-08-30T04:35:00.000	1	184	1	.333	1	90	3
									1979-08-30T04:50:00.000	1	184	1	.348	1	304	3
									1979-08-30T05:05:00.000	1	184	1	.31	1	284	1
									1979-08-30T05:20:00.000	1	184	1	.24	1	276	1
									1979-08-30T05:35:00.000	1	184	1	.255	1	309	3
									1979-08-30T05:50:00.000	1	184	1	.208	1	245	3
									1979-08-30T06:05:00.000	1	184	1	.074	1	262	3
									1979-08-30T06:20:00.000	1	184	1	.034	1	250	1
									1979-08-30T06:35:00.000	1	184	1	0	1	233	3
									1979-08-30T06:50:00.000	1	184	1	0	1	315	3
									1979-08-30T07:05:00.000	1	184	1	.048	1	298	3
									1979-08-30T07:20:00.000	1	184	1	.127	1	312	3
									1979-08-30T07:35:00.000	1	184	1	.095	1	295	1
									1979-08-30T07:50:00.000	1	184	1	.103	1	301	1
									1979-08-30T08:05:00.000	1	184	1	.103	1	301	1
									1979-08-30T08:20:00.000	1	184	1	.077	1	96	3
									1979-08-30T08:35:00.000	1	184	1	.129	1	278	1
									1979-08-30T08:50:00.000	1	184	1	.196	1	290	1
									1979-08-30T09:05:00.000	1	184	1	.22	1	281	1
									1979-08-30T09:20:00.000	1	184	1	.217	1	278	1
									1979-08-30T09:35:00.000	1	184	1	.214	1	281	1
									1979-08-30T09:50:00.000	1	184	1	.24	1	295	1
									1979-08-30T10:05:00.000	1	184	1	.225	1	298	1
									1979-08-30T10:20:00.000	1	184	1	.225	1	298	1
									1979-08-30T10:35:00.000	1	184	1	.24	1	298	1
									1979-08-30T10:50:00.000	1	184	1	.208	1	304	1
									1979-08-30T11:05:00.000	1	184	1	.188	1	307	1
									1979-08-30T11:20:00.000	1	184	1	.196	1	290	1
									1979-08-30T11:35:00.000	1	184	1	.185	1	278	1
									1979-08-30T11:50:00.000	1	184	1	.188	1	278	1
									1979-08-30T12:05:00.000	1	184	1	.17	1	90	3
									1979-08-30T12:20:00.000	1	184	1	.161	1	104	1
									1979-08-30T12:35:00.000	1	184	1	.147	1	118	1
									1979-08-30T12:50:00.000	1	184	1	.147	1	132	3
									1979-08-30T13:05:00.000	1	184	1	.115	1	98	3
									1979-08-30T13:20:00.000	1	184	1	.176	1	270	1
									1979-08-30T13:35:00.000	1	184	1	.217	1	287	1
									1979-08-30T13:50:00.000	1	184	1	.191	1	290	1
									1979-08-30T14:05:00.000	1	184	1	.153	1	273	1
									1979-08-30T14:20:00.000	1	184	1	.077	1	107	3
									1979-08-30T14:35:00.000	1	184	1	.031	1	155	3
									1979-08-30T14:50:00.000	1	184	1	.106	1	143	3
									1979-08-30T15:05:00.000	1	184	1	.071	1	169	1
									1979-08-30T15:20:00.000	1	184	1	.071	1	318	3
									1979-08-30T15:35:00.000	1	184	1	.042	1	172	3
									1979-08-30T15:50:00.000	1	184	1	.173	1	273	1
									1979-08-30T16:05:00.000	1	184	1	.159	1	276	1
									1979-08-30T16:20:00.000	1	184	1	.255	1	354	1
									1979-08-30T16:35:00.000	1	184	1	.286	1	357	1
									1979-08-30T16:50:00.000	1	184	1	.31	1	309	1
									1979-08-30T17:05:00.000	1	184	1	.446	3	307	1
									1979-08-30T17:20:00.000	1	184	1	.333	1	281	1
									1979-08-30T17:35:00.000	1	184	1	.22	1	101	1
									1979-08-30T17:50:00.000	1	184	1	.196	1	93	1
									1979-08-30T18:05:00.000	1	184	1	.22	1	278	1
									1979-08-30T18:20:00.000	1	184	1	.208	1	278	1
									1979-08-30T18:35:00.000	1	184	1	.147	1	304	1
									1979-08-30T18:50:00.000	1	184	1	.074	1	307	1
									1979-08-30T19:05:00.000	1	184	1	.144	1	312	1
									1979-08-30T19:20:00.000	1	184	1	.141	1	281	1
									1979-08-30T19:35:00.000	1	184	1	.132	1	290	1
									1979-08-30T19:50:00.000	1	184	1	.109	1	290	1
									1979-08-30T20:05:00.000	1	184	1	.092	1	346	3
									1979-08-30T20:20:00.000	1	184	1	.121	1	256	1
									1979-08-30T20:35:00.000	1	184	1	.097	1	194	1
									1979-08-30T20:50:00.000	1	184	1	.086	1	3	3
									1979-08-30T21:05:00.000	1	184	1	.077	1	194	1
									1979-08-30T21:20:00.000	1	184	1	.025	1	321	3
									1979-08-30T21:35:00.000	1	184	1	0	1	166	1
									1979-08-30T21:50:00.000	1	184	1	.048	1	110	1
									1979-08-30T22:05:00.000	1	184	1	.121	1	98	1
									1979-08-30T22:20:00.000	1	184	1	.153	1	101	1
									1979-08-30T22:35:00.000	1	184	1	.196	1	110	1
									1979-08-30T22:50:00.000	1	184	1	.135	1	298	1
									1979-08-30T23:05:00.000	1	184	1	.138	1	309	3
									1979-08-30T23:20:00.000	1	184	1	.121	1	298	1
									1979-08-30T23:35:00.000	1	184	1	.124	1	284	1
									1979-08-30T23:50:00.000	1	184	1	.144	1	290	1
									1979-08-31T00:05:00.000	1	184	1	.135	1	90	1
									1979-08-31T00:20:00.000	1	184	1	.141	1	90	1
									1979-08-31T00:35:00.000	1	184	1	.164	1	90	1
									1979-08-31T00:50:00.000	1	184	1	.15	1	96	1
									1979-08-31T01:05:00.000	1	184	1	.144	1	127	3
									1979-08-31T01:20:00.000	1	184	1	.121	1	115	3
									1979-08-31T01:35:00.000	1	184	1	.129	1	166	3
									1979-08-31T01:50:00.000	1	184	1	.217	1	65	3
									1979-08-31T02:05:00.000	1	184	1	.217	1	155	1
									1979-08-31T02:20:00.000	1	184	1	.106	1	284	1
									1979-08-31T02:35:00.000	1	184	1	.112	1	298	1
									1979-08-31T02:50:00.000	1	184	1	.118	1	307	1
									1979-08-31T03:05:00.000	1	184	1	.263	1	298	1
									1979-08-31T03:20:00.000	1	184	1	.179	1	110	3
									1979-08-31T03:35:00.000	1	184	1	.132	1	340	3
									1979-08-31T03:50:00.000	1	184	1	.281	1	107	3
									1979-08-31T04:05:00.000	1	184	1	.385	1	124	3
									1979-08-31T04:20:00.000	1	184	1	.394	1	93	3
									1979-08-31T04:35:00.000	1	184	1	.298	1	307	3
									1979-08-31T04:50:00.000	1	184	1	.289	1	101	3
									1979-08-31T05:05:00.000	1	184	1	.313	1	307	3
									1979-08-31T05:20:00.000	1	184	1	.641	1	281	3
									1979-08-31T05:35:00.000	1	184	1	.58	1	304	1
									1979-08-31T05:50:00.000	1	184	1	.525	1	307	1
									1979-08-31T06:05:00.000	1	184	1	.371	1	270	1
									1979-08-31T06:20:00.000	1	184	1	.304	1	273	1
									1979-08-31T06:35:00.000	1	184	1	.214	1	110	3
									1979-08-31T06:50:00.000	1	184	1	.103	1	211	1
									1979-08-31T07:05:00.000	1	184	1	.182	1	250	3
									1979-08-31T07:20:00.000	1	184	1	.068	1	219	1
									1979-08-31T07:35:00.000	1	184	1	.068	1	68	1
									1979-08-31T07:50:00.000	1	184	1	.077	1	3	3
									1979-08-31T08:05:00.000	1	184	1	.045	1	188	1
									1979-08-31T08:20:00.000	1	184	1	.028	1	267	3
									1979-08-31T08:35:00.000	1	184	1	0	1	115	3
									1979-08-31T08:50:00.000	1	184	1	0	1	248	3
									1979-08-31T09:05:00.000	1	184	1	0	1	197	1
									1979-08-31T09:20:00.000	1	184	1	.103	1	197	1
									1979-08-31T09:35:00.000	1	184	1	.089	1	191	1
									1979-08-31T09:50:00.000	1	184	1	.034	1	200	1
									1979-08-31T10:05:00.000	1	184	1	0	1	70	3
									1979-08-31T10:20:00.000	1	184	1	0	1	177	1
									1979-08-31T10:35:00.000	1	184	1	0	1	304	3
									1979-08-31T10:50:00.000	1	184	1	.048	1	284	1
									1979-08-31T11:05:00.000	1	184	1	.051	1	284	1
									1979-08-31T11:20:00.000	1	184	1	.086	1	301	1
									1979-08-31T11:35:00.000	1	184	1	.092	1	298	1
									1979-08-31T11:50:00.000	1	184	1	.112	1	295	1
									1979-08-31T12:05:00.000	1	184	1	.124	1	293	1
									1979-08-31T12:20:00.000	1	184	1	.118	1	338	3
									1979-08-31T12:35:00.000	1	184	1	.112	1	293	3
									1979-08-31T12:50:00.000	1	184	1	.097	1	312	1
									1979-08-31T13:05:00.000	1	184	1	.097	1	304	1
									1979-08-31T13:20:00.000	1	184	1	.124	1	301	1
									1979-08-31T13:35:00.000	1	184	1	.115	1	298	1
									1979-08-31T13:50:00.000	1	184	1	.086	1	284	1
									1979-08-31T14:05:00.000	1	184	1	.042	1	127	3
									1979-08-31T14:20:00.000	1	184	1	.071	1	174	3
									1979-08-31T14:35:00.000	1	184	1	.103	1	115	3
									1979-08-31T14:50:00.000	1	184	1	.095	1	273	1
									1979-08-31T15:05:00.000	1	184	1	.167	1	281	1
									1979-08-31T15:20:00.000	1	184	1	.243	1	278	1
									1979-08-31T15:35:00.000	1	184	1	.202	1	273	1
									1979-08-31T15:50:00.000	1	184	1	.185	1	278	1
									1979-08-31T16:05:00.000	1	184	1	.083	1	79	1
									1979-08-31T16:20:00.000	1	184	1	.164	1	84	1
									1979-08-31T16:35:00.000	1	184	1	.205	1	155	3
									1979-08-31T16:50:00.000	1	184	1	.124	1	104	3
									1979-08-31T17:05:00.000	1	184	1	.188	1	174	1
									1979-08-31T17:20:00.000	1	184	1	.115	1	284	3
									1979-08-31T17:35:00.000	1	184	1	.036	1	166	1
									1979-08-31T17:50:00.000	1	184	1	.188	3	3	3
									1979-08-31T18:05:00.000	1	184	1	.083	3	278	3
									1979-08-31T18:20:00.000	1	184	1	.205	1	248	3
									1979-08-31T18:35:00.000	1	184	1	.147	1	326	3
									1979-08-31T18:50:00.000	1	184	1	.214	1	293	1
									1979-08-31T19:05:00.000	1	184	1	.301	1	298	1
									1979-08-31T19:20:00.000	1	184	1	.385	1	309	3
									1979-08-31T19:35:00.000	1	184	1	.281	1	290	1
									1979-08-31T19:50:00.000	1	184	1	.182	1	287	1
									1979-08-31T20:05:00.000	1	184	1	.161	1	273	1
									1979-08-31T20:20:00.000	1	184	1	.115	1	124	3
									1979-08-31T20:35:00.000	1	184	1	.097	1	278	3
									1979-08-31T20:50:00.000	1	184	1	.071	1	262	1
									1979-08-31T21:05:00.000	1	184	1	0	1	115	3
									1979-08-31T21:20:00.000	1	184	1	0	1	138	1
									1979-08-31T21:35:00.000	1	184	1	0	1	163	1
									1979-08-31T21:50:00.000	1	184	1	.071	1	180	3
									1979-08-31T22:05:00.000	1	184	1	.103	1	8	3
									1979-08-31T22:20:00.000	1	184	1	.08	1	186	1
									1979-08-31T22:35:00.000	1	184	1	.06	1	191	1
									1979-08-31T22:50:00.000	1	184	1	0	1	53	3
									1979-08-31T23:05:00.000	1	184	1	.025	1	166	3
									1979-08-31T23:20:00.000	1	184	1	.1	1	118	1
									1979-08-31T23:35:00.000	1	184	1	.196	1	104	3
									1979-08-31T23:50:00.000	1	184	1	.124	1	284	1
									1979-09-01T00:05:00.000	1	184	1	.15	1	309	3
									1979-09-01T00:20:00.000	1	184	1	.144	1	298	1
									1979-09-01T00:35:00.000	1	184	1	.132	1	304	1
									1979-09-01T00:50:00.000	1	184	1	.141	1	284	1
									1979-09-01T01:05:00.000	1	184	1	.153	1	284	1
									1979-09-01T01:20:00.000	1	184	1	.144	1	90	1
									1979-09-01T01:35:00.000	1	184	1	.167	1	93	1
									1979-09-01T01:50:00.000	1	184	1	.185	1	278	1
									1979-09-01T02:05:00.000	1	184	1	.211	1	278	1
									1979-09-01T02:20:00.000	1	184	1	.225	1	93	3
									1979-09-01T02:35:00.000	1	184	1	.211	1	110	3
									1979-09-01T02:50:00.000	1	184	1	.17	1	90	3
									1979-09-01T03:05:00.000	1	184	1	.132	1	304	3
									1979-09-01T03:20:00.000	1	184	1	.138	1	98	3
									1979-09-01T03:35:00.000	1	184	1	.118	1	141	3
									1979-09-01T03:50:00.000	1	184	1	.228	3	65	1
									1979-09-01T04:05:00.000	1	184	1	.083	1	20	3
									1979-09-01T04:20:00.000	1	184	1	.066	1	138	3
									1979-09-01T04:35:00.000	1	184	1	.086	1	113	1
									1979-09-01T04:50:00.000	1	184	1	.103	1	118	1
									1979-09-01T05:05:00.000	1	184	1	.199	1	287	1
									1979-09-01T05:20:00.000	1	184	1	.458	1	312	1
									1979-09-01T05:35:00.000	1	184	1	.519	1	304	1
									1979-09-01T05:50:00.000	1	184	1	.507	1	309	1
									1979-09-01T06:05:00.000	1	184	1	.438	1	284	3
									1979-09-01T06:20:00.000	1	184	1	.371	1	340	3
									1979-09-01T06:35:00.000	1	184	1	.228	1	290	1
									1979-09-01T06:50:00.000	1	184	1	.211	1	96	3
									1979-09-01T07:05:00.000	1	184	1	.185	1	138	1
									1979-09-01T07:20:00.000	1	184	1	.153	1	284	3
									1979-09-01T07:35:00.000	1	184	1	.153	1	98	1
									1979-09-01T07:50:00.000	1	184	1	.153	1	98	1
									1979-09-01T08:05:00.000	1	184	1	.086	1	270	1
									1979-09-01T08:20:00.000	1	184	1	.249	1	284	3
									1979-09-01T08:35:00.000	1	184	1	.292	1	98	1
									1979-09-01T08:50:00.000	1	184	1	.339	1	90	1
									1979-09-01T09:05:00.000	1	184	1	.333	1	270	1
									1979-09-01T09:20:00.000	1	184	1	.336	1	287	3
									1979-09-01T09:35:00.000	1	184	1	.211	1	205	3
									1979-09-01T09:50:00.000	1	184	1	.121	1	228	1
									1979-09-01T10:05:00.000	1	184	1	.066	1	340	1
									1979-09-01T10:20:00.000	1	184	1	.036	1	346	1
									1979-09-01T10:35:00.000	1	184	1	.054	1	312	3
									1979-09-01T10:50:00.000	1	184	1	.06	1	332	3
									1979-09-01T11:05:00.000	1	184	1	.054	1	281	3
									1979-09-01T11:20:00.000	1	184	1	.028	1	309	1
									1979-09-01T11:35:00.000	1	184	1	.057	1	357	3
									1979-09-01T11:50:00.000	1	184	1	.063	1	318	3
									1979-09-01T12:05:00.000	1	184	1	.06	1	349	3
									1979-09-01T12:20:00.000	1	184	1	.08	1	301	3
									1979-09-01T12:35:00.000	1	184	1	.097	1	354	3
									1979-09-01T12:50:00.000	1	184	1	.086	1	340	3
									1979-09-01T13:05:00.000	1	184	1	.109	1	352	1
									1979-09-01T13:20:00.000	1	184	1	.097	1	343	1
									1979-09-01T13:35:00.000	1	184	1	.086	1	301	1
									1979-09-01T13:50:00.000	1	184	1	.1	1	304	1
									1979-09-01T14:05:00.000	1	184	1	.092	1	278	1
									1979-09-01T14:20:00.000	1	184	1	.077	1	287	1
									1979-09-01T14:35:00.000	1	184	1	.097	1	98	3
									1979-09-01T14:50:00.000	1	184	1	.135	1	270	1
									1979-09-01T15:05:00.000	1	184	1	.135	1	287	3
									1979-09-01T15:20:00.000	1	184	1	.106	1	96	3
									1979-09-01T15:35:00.000	1	184	1	.129	1	127	3
									1979-09-01T15:50:00.000	1	184	1	.147	1	113	1
									1979-09-01T16:05:00.000	1	184	1	.156	1	76	3
									1979-09-01T16:20:00.000	1	184	1	.237	1	107	1
									1979-09-01T16:35:00.000	1	184	1	.173	1	290	1
									1979-09-01T16:50:00.000	1	184	1	.333	1	290	1
									1979-09-01T17:05:00.000	1	184	1	.368	1	290	1
									1979-09-01T17:20:00.000	1	184	1	.38	1	96	3
									1979-09-01T17:35:00.000	1	184	1	.359	1	118	1
									1979-09-01T17:50:00.000	1	184	1	.156	1	326	3
									1979-09-01T18:05:00.000	1	184	1	.211	1	301	1
									1979-09-01T18:20:00.000	1	184	1	.121	1	233	3
									1979-09-01T18:35:00.000	1	184	1	.048	1	304	1
									1979-09-01T18:50:00.000	1	184	1	.214	1	304	1
									1979-09-01T19:05:00.000	1	184	1	.286	1	309	1
									1979-09-01T19:20:00.000	1	184	1	.281	1	312	1
									1979-09-01T19:35:00.000	1	184	1	.301	1	301	1
									1979-09-01T19:50:00.000	1	184	1	.211	1	301	1
									1979-09-01T20:05:00.000	1	184	1	.223	1	118	3
									1979-09-01T20:20:00.000	1	184	1	.342	1	284	1
									1979-09-01T20:35:00.000	1	184	1	.307	1	281	1
									1979-09-01T20:50:00.000	1	184	1	.211	1	287	1
									1979-09-01T21:05:00.000	1	184	1	.193	1	93	3
									1979-09-01T21:20:00.000	1	184	1	.144	1	132	3
									1979-09-01T21:35:00.000	1	184	1	.1	1	115	3
									1979-09-01T21:50:00.000	1	184	1	.028	1	169	3
									1979-09-01T22:05:00.000	1	184	1	.074	1	20	3
									1979-09-01T22:20:00.000	1	184	1	.237	1	31	1
									1979-09-01T22:35:00.000	1	184	1	.188	1	205	1
									1979-09-01T22:50:00.000	1	184	1	.054	1	200	1
									1979-09-01T23:05:00.000	1	184	1	0	1	357	3
									1979-09-01T23:20:00.000	1	184	1	0	1	180	1
									1979-09-01T23:35:00.000	1	184	1	0	1	31	1
									1979-09-01T23:50:00.000	1	184	1	0	1	31	1
									1979-09-02T00:05:00.000	1	184	1	0	1	135	1
									1979-09-02T00:20:00.000	1	184	1	0	1	149	3
									1979-09-02T00:35:00.000	1	184	1	0	1	127	3
									1979-09-02T00:50:00.000	1	184	1	.063	1	270	1
									1979-09-02T01:05:00.000	1	184	1	.066	1	281	1
									1979-09-02T01:20:00.000	1	184	1	.097	1	301	1
									1979-09-02T01:35:00.000	1	184	1	.115	1	301	1
									1979-09-02T01:50:00.000	1	184	1	.132	1	340	3
									1979-09-02T02:05:00.000	1	184	1	.132	1	295	3
									1979-09-02T02:20:00.000	1	184	1	.138	1	307	3
									1979-09-02T02:35:00.000	1	184	1	.129	1	281	1
									1979-09-02T02:50:00.000	1	184	1	.109	1	273	1
									1979-09-02T03:05:00.000	1	184	1	.089	1	129	1
									1979-09-02T03:20:00.000	1	184	1	.074	1	132	1
									1979-09-02T03:35:00.000	1	184	1	.08	1	127	1
									1979-09-02T03:50:00.000	1	184	1	.127	1	98	3
									1979-09-02T04:05:00.000	1	184	1	.191	1	304	3
									1979-09-02T04:20:00.000	1	184	1	.211	1	284	1
									1979-09-02T04:35:00.000	1	184	1	.234	1	278	1
									1979-09-02T04:50:00.000	1	184	1	.272	1	160	3
									1979-09-02T05:05:00.000	1	184	1	.295	1	270	3
									1979-09-02T05:20:00.000	1	184	1	.188	1	121	1
									1979-09-02T05:35:00.000	1	184	1	.135	1	98	3
									1979-09-02T05:50:00.000	1	184	1	.237	1	304	1
									1979-09-02T06:05:00.000	1	184	1	.63	1	298	1
									1979-09-02T06:20:00.000	1	184	1	.734	1	307	1
									1979-09-02T06:35:00.000	1	184	1	.737	1	281	3
									1979-09-02T06:50:00.000	1	184	1	.627	1	301	1
									1979-09-02T07:05:00.000	1	184	1	.438	1	312	3
									1979-09-02T07:20:00.000	1	184	1	.246	1	290	1
									1979-09-02T07:35:00.000	1	184	1	.257	1	127	1
									1979-09-02T07:50:00.000	1	184	1	.121	1	107	3
									1979-09-02T08:05:00.000	1	184	1	.196	1	304	1
									1979-09-02T08:20:00.000	1	184	1	.603	3	309	1
									1979-09-02T08:35:00.000	1	184	1	.324	1	304	1
									1979-09-02T08:50:00.000	1	184	1	.156	1	107	3
									1979-09-02T09:05:00.000	1	184	1	.17	1	295	1
									1979-09-02T09:20:00.000	1	184	1	.156	1	293	1
									1979-09-02T09:35:00.000	1	184	1	.159	1	180	3
									1979-09-02T09:50:00.000	1	184	1	.15	1	219	3
									1979-09-02T10:05:00.000	1	184	1	.115	1	186	3
									1979-09-02T10:20:00.000	1	184	1	.054	1	248	1
									1979-09-02T10:35:00.000	1	184	1	.039	1	250	1
									1979-09-02T10:50:00.000	1	184	1	.086	1	211	1
									1979-09-02T11:05:00.000	1	184	1	.089	1	200	1
									1979-09-02T11:20:00.000	1	184	1	.054	1	186	3
									1979-09-02T11:35:00.000	1	184	1	.036	1	262	3
									1979-09-02T11:50:00.000	1	184	1	.025	1	3	3
									1979-09-02T12:05:00.000	1	184	1	.042	1	152	1
									1979-09-02T12:20:00.000	1	184	1	.124	1	160	1
									1979-09-02T12:35:00.000	1	184	1	.121	1	158	1
									1979-09-02T12:50:00.000	1	184	1	.121	1	98	3
									1979-09-02T13:05:00.000	1	184	1	.147	1	278	1
									1979-09-02T13:20:00.000	1	184	1	.156	1	312	1
									1979-09-02T13:35:00.000	1	184	1	.179	1	309	1
									1979-09-02T13:50:00.000	1	184	1	.199	1	346	1
									1979-09-02T14:05:00.000	1	184	1	.228	1	357	3
									1979-09-02T14:20:00.000	1	184	1	.193	1	340	1
									1979-09-02T14:35:00.000	1	184	1	.188	1	293	3
									1979-09-02T14:50:00.000	1	184	1	.156	1	312	1
									1979-09-02T15:05:00.000	1	184	1	.167	1	312	1
									1979-09-02T15:20:00.000	1	184	1	.208	1	298	1
									1979-09-02T15:35:00.000	1	184	1	.196	1	281	1
									1979-09-02T15:50:00.000	1	184	1	.228	1	290	1
									1979-09-02T16:05:00.000	1	184	1	.231	1	273	1
									1979-09-02T16:20:00.000	1	184	1	.252	1	107	1
									1979-09-02T16:35:00.000	1	184	1	.24	1	107	1
									1979-09-02T16:50:00.000	1	184	1	.217	1	166	3
									1979-09-02T17:05:00.000	1	184	1	.196	1	155	1
									1979-09-02T17:20:00.000	1	184	1	.135	1	68	3
									1979-09-02T17:35:00.000	1	184	1	.083	1	110	1
									1979-09-02T17:50:00.000	1	184	1	.281	1	287	1
									1979-09-02T18:05:00.000	1	184	1	.449	3	290	1
									1979-09-02T18:20:00.000	1	184	1	.313	1	121	3
									1979-09-02T18:35:00.000	1	184	1	.182	1	135	1
									1979-09-02T18:50:00.000	1	184	1	.255	1	143	1
									1979-09-02T19:05:00.000	1	184	1	.368	3	138	1
									1979-09-02T19:20:00.000	1	184	1	.255	1	127	1
									1979-09-02T19:35:00.000	1	184	1	.185	1	107	1
									1979-09-02T19:50:00.000	1	184	1	.06	1	104	1
									1979-09-02T20:05:00.000	1	184	1	.135	1	107	1
									1979-09-02T20:20:00.000	1	184	1	.243	1	340	3
									1979-09-02T20:35:00.000	1	184	1	.519	1	284	1
									1979-09-02T20:50:00.000	1	184	1	.481	1	270	3
									1979-09-02T21:05:00.000	1	184	1	.589	3	301	3
									1979-09-02T21:20:00.000	1	184	1	.385	1	104	3
									1979-09-02T21:35:00.000	1	184	1	.266	1	270	3
									1979-09-02T21:50:00.000	1	184	1	.246	1	90	3
									1979-09-02T22:05:00.000	1	184	1	.295	1	278	1
									1979-09-02T22:20:00.000	1	184	1	.196	1	312	1
									1979-09-02T22:35:00.000	1	184	1	.243	1	340	3
									1979-09-02T22:50:00.000	1	184	1	.188	1	236	1
									1979-09-02T23:05:00.000	1	184	1	.135	1	214	1
									1979-09-02T23:20:00.000	1	184	1	.188	1	219	1
									1979-09-02T23:35:00.000	1	184	1	.191	1	17	3
									1979-09-02T23:50:00.000	1	184	1	.115	1	197	3
									1979-09-03T00:05:00.000	1	184	1	.074	1	37	3
									1979-09-03T00:20:00.000	1	184	1	.097	1	200	1
									1979-09-03T00:35:00.000	1	184	1	.048	1	200	1
									1979-09-03T00:50:00.000	1	184	1	0	1	155	3
									1979-09-03T01:05:00.000	1	184	1	.036	1	174	3
									1979-09-03T01:20:00.000	1	184	1	.031	1	146	1
									1979-09-03T01:35:00.000	1	184	1	.045	1	113	1
									1979-09-03T01:50:00.000	1	184	1	.051	1	107	1
									1979-09-03T02:05:00.000	1	184	1	.077	1	290	3
									1979-09-03T02:20:00.000	1	184	1	.092	1	278	1
									1979-09-03T02:35:00.000	1	184	1	.103	1	287	1
									1979-09-03T02:50:00.000	1	184	1	.138	1	312	3
									1979-09-03T03:05:00.000	1	184	1	.147	1	301	1
									1979-09-03T03:20:00.000	1	184	1	.144	1	295	1
									1979-09-03T03:35:00.000	1	184	1	.156	1	312	1
									1979-09-03T03:50:00.000	1	184	1	.159	1	309	1
									1979-09-03T04:05:00.000	1	184	1	.121	1	284	1
									1979-09-03T04:20:00.000	1	184	1	.103	1	98	3
									1979-09-03T04:35:00.000	1	184	1	.083	1	172	3
									1979-09-03T04:50:00.000	1	184	1	.164	1	65	1
									1979-09-03T05:05:00.000	1	184	1	.22	1	51	3
									1979-09-03T05:20:00.000	1	184	1	.129	1	281	1
									1979-09-03T05:35:00.000	1	184	1	.348	1	281	1
									1979-09-03T05:50:00.000	1	184	1	.365	1	273	1
									1979-09-03T06:05:00.000	1	184	1	.318	1	118	3
									1979-09-03T06:20:00.000	1	184	1	.161	1	166	3
									1979-09-03T06:35:00.000	1	184	1	.06	3	31	3
									1979-09-03T06:50:00.000	1	184	1	.199	1	87	1
									1979-09-03T07:05:00.000	1	184	1	.135	1	138	1
									1979-09-03T07:20:00.000	1	184	1	.138	1	284	1
									1979-09-03T07:35:00.000	1	184	1	.316	1	301	1
									1979-09-03T07:50:00.000	1	184	1	.47	3	304	1
									1979-09-03T08:05:00.000	1	184	1	.353	1	132	3
									1979-09-03T08:20:00.000	1	184	1	.353	1	284	1
									1979-09-03T08:35:00.000	1	184	1	.903	3	293	1
									1979-09-03T08:50:00.000	1	184	1	.58	1	346	1
									1979-09-03T09:05:00.000	1	184	1	.615	1	340	1
									1979-09-03T09:20:00.000	1	184	1	.615	1	298	1
									1979-09-03T09:35:00.000	1	184	1	.571	1	295	1
									1979-09-03T09:50:00.000	1	184	1	.406	1	312	3
									1979-09-03T10:05:00.000	1	184	1	.301	1	298	3
									1979-09-03T10:20:00.000	1	184	1	.275	1	340	3
									1979-09-03T10:35:00.000	1	184	1	.223	1	219	3
									1979-09-03T10:50:00.000	1	184	1	.231	1	256	3
									1979-09-03T11:05:00.000	1	184	1	.092	1	219	1
									1979-09-03T11:20:00.000	1	184	1	.08	1	228	1
									1979-09-03T11:35:00.000	1	184	1	.063	1	318	3
									1979-09-03T11:50:00.000	1	184	1	.025	1	278	1
									1979-09-03T12:05:00.000	1	184	1	0	1	127	1
									1979-09-03T12:20:00.000	1	184	1	0	1	121	1
									1979-09-03T12:35:00.000	1	184	1	0	1	155	3
									1979-09-03T12:50:00.000	1	184	1	.057	1	121	1
									1979-09-03T13:05:00.000	1	184	1	.188	1	113	1
									1979-09-03T13:20:00.000	1	184	1	.246	1	160	1
									1979-09-03T13:35:00.000	1	184	1	.257	1	158	1
									1979-09-03T13:50:00.000	1	184	1	.217	1	132	3
									1979-09-03T14:05:00.000	1	184	1	.138	1	290	1
									1979-09-03T14:20:00.000	1	184	1	.109	1	343	1
									1979-09-03T14:35:00.000	1	184	1	.243	1	357	3
									1979-09-03T14:50:00.000	1	184	1	.272	1	346	1
									1979-09-03T15:05:00.000	1	184	1	.255	1	343	1
									1979-09-03T15:20:00.000	1	184	1	.243	1	340	1
									1979-09-03T15:35:00.000	1	184	1	.231	1	293	1
									1979-09-03T15:50:00.000	1	184	1	.211	1	295	1
									1979-09-03T16:05:00.000	1	184	1	.225	1	309	1
									1979-09-03T16:20:00.000	1	184	1	.205	1	312	1
									1979-09-03T16:35:00.000	1	184	1	.205	1	287	1
									1979-09-03T16:50:00.000	1	184	1	.257	1	290	1
									1979-09-03T17:05:00.000	1	184	1	.272	1	278	1
									1979-09-03T17:20:00.000	1	184	1	.26	1	270	1
									1979-09-03T17:35:00.000	1	184	1	.269	1	98	1
									1979-09-03T17:50:00.000	1	184	1	.22	1	107	1
									1979-09-03T18:05:00.000	1	184	1	.199	1	45	1
									1979-09-03T18:20:00.000	1	184	1	.333	3	48	1
